product_code,indexx,BusinessUnit,Type,Products.Business.Line.Leader,Subtype,ProductName,BrandName,Brand.Manager,N_ordered,nEast,N_East,nNorth,N_North,nSouth,N_South,nUnderdark,N_Underdark,nWest,N_West
84417942,1739,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Seeker Dart,MYTHAL,Arentian Mythrandius,3708,0.057,211,0.368,1365,0.505,1873,0.011,39,0.059,220
84541846,1740,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,RING,Ring of Protection,MYTHAL,Arentian Mythrandius,2116,0.158,334,0.368,778,0.325,687,0.021,44,0.129,273
84549750,1741,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Black Crystal Tablet,RED CURTAIN,Siras Invictus,2144,0.193,414,0.363,779,0.305,654,0.020,43,0.118,254
84634398,1742,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Gem of Brightness,U.N.N.,Ruralion Baeneduren,2109,0.142,299,0.337,711,0.377,795,0.005,11,0.139,293
84644603,1743,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sword of Answering,MYTHAL,Arentian Mythrandius,2605,0.123,320,0.309,806,0.262,682,0.014,36,0.292,761
84660877,1744,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield of Expression,U.N.N.,Ruralion Baeneduren,2347,0.245,574,0.344,807,0.287,674,0.017,39,0.108,253
84693431,1745,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Bloodstone),MYTHAL,Arentian Mythrandius,1998,0.158,316,0.359,717,0.343,686,0.013,26,0.127,253
84758110,1746,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Goggles of Night,SABLE,Nundro Rockseeker,2165,0.172,373,0.309,668,0.360,779,0.012,27,0.147,318
84862845,1747,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sword of Wounding,U.N.N.,Ruralion Baeneduren,1950,0.100,195,0.396,773,0.364,710,0.014,27,0.126,245
84926124,1748,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Dawnbringer,RED CURTAIN,Siras Invictus,1974,0.131,259,0.337,665,0.357,704,0.013,26,0.162,320
84971526,1749,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,TOOLS,Scribes Pen,SABLE,Nundro Rockseeker,2027,0.135,274,0.378,766,0.351,711,0.003,6,0.133,270
85046713,1750,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Hammer, sledge ",RED CURTAIN,Siras Invictus,1884,0.138,260,0.363,684,0.324,610,0.011,20,0.165,310
85077468,1751,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Riding Horse,U.N.N.,Ruralion Baeneduren,2018,0.144,290,0.385,777,0.346,698,0.005,11,0.120,242
85146960,1752,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Astral Shard,ARCANTIC,Enthoril Murkywaters,2035,0.151,308,0.324,660,0.367,746,0.025,50,0.133,271
85275657,1753,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Intellect,SABLE,Nundro Rockseeker,1912,0.143,274,0.363,695,0.380,727,0.003,5,0.110,211
85387460,1754,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Battleaxe ,U.N.N.,Ruralion Baeneduren,4634,0.293,1358,0.146,676,0.375,1736,0.004,20,0.182,844
85433330,1755,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield +2,U.N.N.,Ruralion Baeneduren,2056,0.137,281,0.335,689,0.382,785,0.013,27,0.133,274
85454809,1756,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Crystal Ball of Mind Reading,SABLE,Nundro Rockseeker,1959,0.124,242,0.340,666,0.370,724,0.015,29,0.152,298
85483636,1757,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Heavy Armour +2,MYTHAL,Arentian Mythrandius,2298,0.247,567,0.348,799,0.298,685,0.003,6,0.105,241
85510197,1758,LUXURY SPECIALTIES,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Lyre of Building,ARCANTIC,Enthoril Murkywaters,2125,0.151,320,0.420,892,0.294,624,0.006,13,0.130,276
85521110,1759,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Eyes of Charming,SABLE,Nundro Rockseeker,2102,0.159,335,0.344,723,0.336,706,0.021,45,0.139,293
85593713,1760,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Cloak of the Bat,ARCANTIC,Enthoril Murkywaters,2095,0.137,287,0.401,840,0.324,679,0.004,9,0.134,280
85629922,1761,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Language Knowledge,BORDERLANDS,Thaldrak Battlehammer,2022,0.151,306,0.333,673,0.336,679,0.008,16,0.172,348
85741973,1762,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 3,RED CURTAIN,Siras Invictus,2019,0.147,296,0.355,716,0.342,690,0.015,31,0.142,286
85799936,1763,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Blanket ,BORDERLANDS,Thaldrak Battlehammer,1955,0.143,279,0.390,762,0.334,653,0.013,26,0.120,235
85855042,1764,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Javelin (10),RED CURTAIN,Siras Invictus,4269,0.074,315,0.631,2692,0.183,783,0.001,3,0.112,476
85921058,1765,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Superior Healing,BORDERLANDS,Thaldrak Battlehammer,1925,0.146,282,0.361,694,0.331,638,0.011,22,0.150,289
86077241,1766,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,GOGGLES,Knaves Eyepatch,MYTHAL,Arentian Mythrandius,2245,0.174,390,0.341,765,0.339,760,0.005,11,0.142,319
86310910,1767,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Dust of Sneezing and Choking,RED CURTAIN,Siras Invictus,1825,0.165,302,0.361,658,0.378,689,#VALUE!,NA,0.096,176
86396573,1768,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Winter,SABLE,Nundro Rockseeker,1805,0.141,254,0.365,659,0.345,622,0.012,22,0.137,248
86410220,1769,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Brewer’s supplies ,RED CURTAIN,Siras Invictus,1969,0.149,294,0.356,700,0.359,706,0.009,18,0.127,251
86414544,1770,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,HELMET,Mask of the Beast,SABLE,Nundro Rockseeker,2002,0.153,307,0.400,801,0.313,627,0.003,7,0.130,260
86438389,1771,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Portable Hole,ARCANTIC,Enthoril Murkywaters,2010,0.136,274,0.357,717,0.346,695,0.014,29,0.147,295
86512662,1772,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Crystalline Chronicle,SABLE,Nundro Rockseeker,2024,0.167,339,0.375,759,0.293,593,0.023,47,0.141,286
86534443,1773,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Vicious Weapon,MYTHAL,Arentian Mythrandius,2019,0.181,366,0.372,751,0.322,650,0.019,39,0.105,213
86536899,1774,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Morningstar ,U.N.N.,Ruralion Baeneduren,6202,0.221,1368,0.451,2795,0.283,1754,0.006,38,0.040,247
86565978,1775,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Arrows (100),U.N.N.,Ruralion Baeneduren,4789,0.241,1155,0.473,2264,0.119,569,0.005,22,0.163,779
86571186,1776,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Storm Giant Strength,SABLE,Nundro Rockseeker,1775,0.138,245,0.337,599,0.365,648,0.034,60,0.126,223
86591876,1777,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Fane-Eater,RED CURTAIN,Siras Invictus,1882,0.158,297,0.376,708,0.306,576,0.024,45,0.136,256
86595200,1778,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Staff,U.N.N.,Ruralion Baeneduren,2054,0.162,332,0.369,758,0.352,723,0.008,16,0.110,225
86610906,1779,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Carpenter’s tools ,BORDERLANDS,Thaldrak Battlehammer,2107,0.181,381,0.335,706,0.329,694,0.019,41,0.135,285
86614697,1780,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Glaive ,RED CURTAIN,Siras Invictus,2634,0.115,303,0.489,1288,0.290,765,0.010,26,0.096,252
86636125,1781,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Brazier of Commanding Fire Elementals,SABLE,Nundro Rockseeker,1943,0.163,316,0.369,717,0.314,610,0.005,10,0.149,290
86648351,1782,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Scorpion Armor,U.N.N.,Ruralion Baeneduren,2501,0.123,308,0.368,921,0.289,724,0.016,39,0.204,509
86658102,1783,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Tinker’s tools ,U.N.N.,Ruralion Baeneduren,2058,0.164,337,0.348,717,0.346,712,0.008,16,0.134,276
86720243,1784,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Half plate ,U.N.N.,Ruralion Baeneduren,4227,0.083,352,0.414,1748,0.322,1359,0.122,517,0.059,251
86748574,1785,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield ,RED CURTAIN,Siras Invictus,3691,0.312,1150,0.198,729,0.413,1523,0.003,11,0.075,278
86764595,1786,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Mariners Armour,U.N.N.,Ruralion Baeneduren,4221,0.062,260,0.557,2349,0.300,1268,0.008,34,0.073,310
86849969,1787,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Carpenter’s tools ,U.N.N.,Ruralion Baeneduren,2085,0.123,256,0.368,768,0.347,723,0.019,40,0.143,298
86850923,1788,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Dark Shard Amulet,RED CURTAIN,Siras Invictus,1983,0.129,256,0.367,727,0.358,709,0.005,10,0.142,281
86880316,1789,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Quiver of Ehlonna,SABLE,Nundro Rockseeker,1946,0.159,310,0.297,578,0.385,749,0.014,27,0.145,282
86880318,1790,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,War Steeder,BORDERLANDS,Thaldrak Battlehammer,1888,0.172,325,0.382,721,0.306,578,0.008,16,0.131,248
87000628,1791,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Hill Giant Strength,SABLE,Nundro Rockseeker,2026,0.153,310,0.411,833,0.306,619,0.027,55,0.103,209
87061582,1792,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Flail ,RED CURTAIN,Siras Invictus,3189,0.100,319,0.472,1505,0.322,1027,0.006,18,0.100,320
87115642,1793,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Manual of Golems,MYTHAL,Arentian Mythrandius,2052,0.129,264,0.358,735,0.348,715,0.010,20,0.155,318
87152540,1794,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Leather Armour,U.N.N.,Ruralion Baeneduren,1968,0.148,292,0.369,727,0.353,695,0.011,22,0.118,232
87169204,1795,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Amulet (Holy symbol),BORDERLANDS,Thaldrak Battlehammer,1988,0.190,378,0.354,704,0.313,622,0.019,37,0.124,247
87206113,1796,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Quartz),U.N.N.,Ruralion Baeneduren,2088,0.159,331,0.375,784,0.331,691,0.011,24,0.124,258
87258091,1797,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Leadership,MYTHAL,Arentian Mythrandius,1993,0.166,331,0.350,698,0.348,693,0.003,5,0.133,266
87342813,1798,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GAUNTLETS / GLOVES,Gloves of Thievery,MYTHAL,Arentian Mythrandius,1927,0.180,346,0.334,644,0.335,646,0.006,11,0.145,280
87346191,1799,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,BRASS INSTRUMENT,Trumpet,RED CURTAIN,Siras Invictus,1679,0.154,259,0.359,603,0.319,535,0.021,35,0.147,247
87384997,1800,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Pick, miner’s ",RED CURTAIN,Siras Invictus,1799,0.158,284,0.348,626,0.329,591,0.018,32,0.148,266
87414852,1801,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Weapon of Certain Death Enchantment,SABLE,Nundro Rockseeker,2170,0.134,290,0.367,796,0.362,785,0.011,24,0.127,275
87457539,1802,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Free Action,ARCANTIC,Enthoril Murkywaters,2100,0.138,289,0.359,753,0.339,712,0.010,22,0.154,324
87484822,1803,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,RING,Ring of Fire Elemental Command,BORDERLANDS,Thaldrak Battlehammer,2151,0.153,330,0.352,758,0.379,816,0.013,27,0.102,220
87492183,1804,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Blowgun needles (50) ,RED CURTAIN,Siras Invictus,3000,0.171,514,0.419,1257,0.204,611,0.006,19,0.200,599
87522508,1805,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Shadowfell Brand Tattoo Enchantment,SABLE,Nundro Rockseeker,1866,0.162,303,0.362,676,0.340,634,0.013,24,0.123,229
87541633,1806,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,HELMET,Helm of Comprehending Languages,U.N.N.,Ruralion Baeneduren,2100,0.145,304,0.380,799,0.326,685,0.008,17,0.140,295
87546858,1807,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Antitoxin (Crate),BORDERLANDS,Thaldrak Battlehammer,1807,0.113,204,0.392,709,0.339,612,0.013,24,0.143,258
87597583,1808,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, costume ",BORDERLANDS,Thaldrak Battlehammer,1943,0.156,303,0.330,641,0.364,707,0.015,29,0.135,263
87639497,1809,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Crossbow Bolts +2,U.N.N.,Ruralion Baeneduren,4021,0.078,314,0.367,1477,0.489,1966,0.006,24,0.060,240
87688803,1810,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Healer’s kit ,U.N.N.,Ruralion Baeneduren,2128,0.156,331,0.379,806,0.339,722,0.012,26,0.114,243
87698004,1811,ADVENTURING,JEWELRY,Lanec Lot,RING,Signet ring ,BORDERLANDS,Thaldrak Battlehammer,1916,0.174,334,0.339,649,0.330,633,0.017,32,0.140,268
87727991,1812,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,ROD,Rod of Retribution,SABLE,Nundro Rockseeker,1912,0.117,224,0.383,732,0.358,685,0.009,17,0.133,254
87792679,1813,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,"Tent, two-person ",BORDERLANDS,Thaldrak Battlehammer,1936,0.131,254,0.384,744,0.364,704,0.015,30,0.105,204
87906505,1814,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Professor Orb,U.N.N.,Ruralion Baeneduren,1920,0.166,319,0.343,658,0.329,631,0.020,39,0.142,273
87981317,1815,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,HELMET,Red Dragon Mask,MYTHAL,Arentian Mythrandius,2148,0.201,431,0.351,754,0.283,608,0.008,17,0.157,338
87991751,1816,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Mace ,U.N.N.,Ruralion Baeneduren,2202,0.134,295,0.399,878,0.308,678,0.005,12,0.154,339
87997395,1817,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Cowboy Hat,BORDERLANDS,Thaldrak Battlehammer,2067,0.125,259,0.384,793,0.360,745,0.003,7,0.127,263
88018116,1818,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Winter Jacket,BORDERLANDS,Thaldrak Battlehammer,2116,0.138,293,0.340,719,0.338,715,0.008,17,0.176,372
88097777,1819,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Flail ,U.N.N.,Ruralion Baeneduren,2672,0.105,280,0.510,1362,0.283,755,0.012,32,0.091,243
88102091,1820,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Rapier ,BORDERLANDS,Thaldrak Battlehammer,1942,0.135,262,0.342,664,0.353,685,0.015,29,0.156,302
88109190,1821,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, Common ",U.N.N.,Ruralion Baeneduren,1842,0.167,308,0.376,693,0.291,536,0.011,21,0.154,284
88209647,1822,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Boomerang +1,SABLE,Nundro Rockseeker,2193,0.140,306,0.345,757,0.349,766,0.018,39,0.148,325
88434288,1823,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Loadstone,U.N.N.,Ruralion Baeneduren,1992,0.163,325,0.317,631,0.356,709,0.014,27,0.151,300
88496225,1824,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Arcane Grimore,U.N.N.,Ruralion Baeneduren,2077,0.166,345,0.346,719,0.343,712,0.013,27,0.132,274
88502242,1825,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Berserker Axe,U.N.N.,Ruralion Baeneduren,1930,0.169,327,0.393,759,0.288,555,0.020,38,0.130,251
88502790,1826,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Jumping,SABLE,Nundro Rockseeker,2154,0.171,368,0.389,838,0.296,637,0.007,15,0.137,296
88577387,1827,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,ROD,Rod of the Pact Keeper +3,ARCANTIC,Enthoril Murkywaters,2244,0.176,396,0.339,761,0.317,712,0.012,28,0.155,347
88595786,1828,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Duskcrusher,BORDERLANDS,Thaldrak Battlehammer,1723,0.154,266,0.410,706,0.329,567,0.020,34,0.087,150
88632724,1829,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,BOOTS,Boots of Elvenkind,U.N.N.,Ruralion Baeneduren,2114,0.140,296,0.373,788,0.361,764,0.003,7,0.123,259
88720923,1830,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Celestials),ARCANTIC,Enthoril Murkywaters,2219,0.139,308,0.369,819,0.338,750,0.014,31,0.140,311
88777241,1831,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Obsidian Steed of Wondrous Power,ARCANTIC,Enthoril Murkywaters,2209,0.169,373,0.345,762,0.313,692,0.015,34,0.158,348
88838489,1832,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Riding Saddle,U.N.N.,Ruralion Baeneduren,1947,0.133,259,0.373,726,0.321,625,0.016,32,0.157,305
88860943,1833,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Force Resistance,SABLE,Nundro Rockseeker,2140,0.138,296,0.326,697,0.343,733,0.018,39,0.175,375
88884906,1834,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Flying,ARCANTIC,Enthoril Murkywaters,2277,0.167,381,0.269,613,0.415,945,0.012,27,0.137,311
88897788,1835,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Grappling hook ,U.N.N.,Ruralion Baeneduren,2025,0.141,285,0.318,644,0.385,780,0.019,38,0.137,278
88953057,1836,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Parchment (twenty pages) ,U.N.N.,Ruralion Baeneduren,1771,0.101,178,0.372,658,0.362,641,0.015,26,0.151,268
88961174,1837,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Ersatz Eye,RED CURTAIN,Siras Invictus,1737,0.133,231,0.313,544,0.377,654,0.013,22,0.165,286
88970089,1838,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Spikes, iron (10) ",RED CURTAIN,Siras Invictus,2005,0.152,304,0.420,842,0.247,495,0.020,40,0.162,324
88982399,1839,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Invulnerability,SABLE,Nundro Rockseeker,1952,0.144,281,0.340,664,0.374,731,0.003,6,0.138,270
88989450,1840,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Frost,RED CURTAIN,Siras Invictus,2613,0.117,307,0.330,862,0.248,647,0.007,18,0.298,779
89049186,1841,COMMISSIONS,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Vitality,BORDERLANDS,Thaldrak Battlehammer,1982,0.179,355,0.378,750,0.281,556,0.009,17,0.153,304
89050177,1842,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Smoldering Armor Enchantment,SABLE,Nundro Rockseeker,2064,0.136,280,0.361,746,0.328,676,0.014,29,0.161,333
89090261,1843,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Pot of Awakening,SABLE,Nundro Rockseeker,2101,0.134,281,0.336,705,0.369,776,0.018,37,0.144,302
89168890,1844,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Necrotic vulnerability,SABLE,Nundro Rockseeker,2175,0.122,265,0.380,827,0.349,758,0.008,17,0.142,308
89261371,1845,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,"Clothes, traveler’s ",RED CURTAIN,Siras Invictus,2086,0.158,330,0.378,789,0.347,723,0.011,22,0.106,222
89262906,1846,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Cart,RED CURTAIN,Siras Invictus,2024,0.177,358,0.354,717,0.312,631,0.014,28,0.143,290
89279719,1847,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Manual of Gainful Exercise,MYTHAL,Arentian Mythrandius,2095,0.184,386,0.319,668,0.349,731,0.014,30,0.134,280
89283968,1848,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Coin of Delving,SABLE,Nundro Rockseeker,2138,0.113,241,0.394,842,0.337,721,0.010,22,0.146,312
89325317,1849,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,RING,Ring of Spell Storing,SABLE,Nundro Rockseeker,1907,0.160,306,0.380,725,0.285,544,0.029,55,0.145,277
89431519,1850,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Giant War Lizard,U.N.N.,Ruralion Baeneduren,2030,0.138,281,0.360,731,0.365,740,0.009,19,0.128,259
89463892,1851,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Breathing Bubble,SABLE,Nundro Rockseeker,1878,0.165,310,0.359,674,0.323,607,0.015,29,0.137,258
89464293,1852,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Magnifying glass ,U.N.N.,Ruralion Baeneduren,2321,0.146,340,0.349,809,0.354,822,0.018,42,0.133,308
89470227,1853,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Crowbar ,RED CURTAIN,Siras Invictus,1877,0.164,307,0.350,657,0.317,595,0.020,37,0.150,281
89569180,1854,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Plate mail,U.N.N.,Ruralion Baeneduren,1897,0.157,297,0.362,687,0.329,624,0.011,20,0.142,269
89570502,1855,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Xorian Wenge Focus,U.N.N.,Ruralion Baeneduren,2070,0.153,316,0.391,810,0.327,676,0.008,17,0.121,251
89616675,1856,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Obsidian),U.N.N.,Ruralion Baeneduren,1926,0.182,350,0.315,607,0.350,675,0.004,8,0.148,286
89641924,1857,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Weaver’s tools ,RED CURTAIN,Siras Invictus,1953,0.138,269,0.331,646,0.384,749,0.019,38,0.129,251
89645802,1858,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Crystalline Chronicle,BORDERLANDS,Thaldrak Battlehammer,1959,0.138,271,0.343,672,0.372,728,0.011,22,0.136,266
89650549,1859,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Thunder and Lightning,RED CURTAIN,Siras Invictus,1877,0.156,292,0.338,634,0.339,636,0.006,12,0.161,303
89779082,1860,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Eversmoking Bottle,RED CURTAIN,Siras Invictus,2043,0.136,277,0.338,690,0.367,749,0.006,12,0.154,315
89794160,1861,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,STAFF,Blackstaff,MYTHAL,Arentian Mythrandius,4859,0.265,1289,0.147,712,0.430,2087,0.008,38,0.151,733
89858386,1862,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Acid Resistance,BORDERLANDS,Thaldrak Battlehammer,2267,0.142,323,0.318,721,0.390,883,0.019,43,0.131,297
89892135,1863,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Growth,RED CURTAIN,Siras Invictus,2143,0.119,254,0.386,827,0.374,801,0.009,20,0.112,241
89904177,1864,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Tinderstrike,MYTHAL,Arentian Mythrandius,2097,0.195,409,0.365,765,0.338,708,0.005,11,0.097,204
89937541,1865,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Rope, silk (50 feet) ",U.N.N.,Ruralion Baeneduren,1771,0.131,232,0.364,644,0.340,603,0.013,23,0.152,269
